"Time_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[nu]"    ,    "RefForce"    ,       "CD"       ,       "CL"       ,       "CSF"      ,       "CMx"      ,       "CMy"      ,       "CMz"      ,       "CFx"      ,       "CFy"      ,       "CFz"      ,      "CEff"      ,     "Buffet"     ,   "relrms[Rho]"  ,  "relrms[RhoU]"  ,  "relrms[RhoV]"  ,  "relrms[RhoE]"  ,   "relrms[nu]"   , "tavg[RefForce]" ,    "tavg[CD]"    ,    "tavg[CL]"    ,    "tavg[CSF]"   ,    "tavg[CMx]"   ,    "tavg[CMy]"   ,    "tavg[CMz]"   ,    "tavg[CFx]"   ,    "tavg[CFy]"   ,    "tavg[CFz]"   ,   "tavg[CEff]"   ,  "tavg[Buffet]"  ,"Cauchy[tavg[CD]]","Cauchy[tavg[CL]]"
        344,           7,      -8.298304583,      -4.283445562,      -4.500717785,      -2.695309122,       -2.69514664,      0.9329898399,      0.2231588007,      0.6129105247,                 0,                 0,                 0,       0.025742516,     0.03421012746,      0.6513745687,                 0,       2.746521862,      0.8954274632,      -3.192172053,      -2.273461186,      -2.115961502,       -3.07754255,      -2.556589679,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        345,           7,      -8.284750532,      -4.267980701,      -4.490853346,      -2.668935512,      -2.695619023,      0.9329898399,      0.2275539404,      0.6158570365,                 0,                 0,                 0,     0.02696021888,     0.03755174382,      0.6554773465,                 0,       2.706422202,      0.8953560558,      -3.181949885,      -2.267880606,       -2.11358986,       -3.05388769,      -2.562289487,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        346,           7,      -8.270753535,      -4.254239809,      -4.486827915,      -2.642220564,      -2.696198255,      0.9329898399,      0.2320162452,      0.6179037321,                 0,                 0,                 0,     0.02806099184,     0.04122067123,      0.6587392629,                 0,       2.663191673,      0.8952832476,      -3.171062926,      -2.263264277,      -2.116620782,      -3.029693339,      -2.567419757,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        347,           8,      -8.398157972,      -4.250757185,      -4.571989417,      -2.678377623,      -2.657906312,      0.9329898399,      0.2361795308,       0.617477274,                 0,                 0,                 0,     0.02824645761,     0.04532672537,      0.6595486659,                 0,        2.61444026,      0.9127218885,      -3.301341458,      -2.268157548,      -2.208388299,      -3.068160656,      -2.533016223,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        348,           8,       -8.39988501,      -4.250059152,      -4.588823841,      -2.655927771,      -2.648470328,      0.9329898399,      0.2403615142,      0.6160350822,                 0,                 0,                 0,     0.02842445716,     0.04974763204,      0.6593921846,                 0,       2.562952244,      0.9056964817,      -3.305693418,      -2.275097422,      -2.231365699,      -3.047799213,      -2.526869781,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        349,           8,      -8.388838571,        -4.2491613,      -4.582897335,      -2.631257783,       -2.63938744,      0.9329898399,      0.2447517125,      0.6146345007,                 0,                 0,                 0,     0.02900506625,     0.05435548995,      0.6593363716,                 0,       2.511257202,      0.9056199428,      -3.297011606,      -2.281110134,      -2.231115496,      -3.024985843,       -2.52046485,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        350,           8,      -8.376911079,      -4.248717031,      -4.611347765,      -2.613098791,      -2.639466157,      0.9329898399,      0.2493616165,      0.6136332406,                 0,                 0,                 0,     0.02990459621,     0.05905670316,      0.6597266673,                 0,       2.460816742,       0.921166369,      -3.287178916,      -2.286858957,      -2.264769791,      -3.008443318,      -2.522617143,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        351,           8,      -8.367260161,      -4.244953409,      -4.604676181,      -2.603447609,      -2.639076209,      0.9329898399,      0.2539199451,      0.6123028034,                 0,                 0,                 0,     0.03056360022,     0.06380483672,      0.6597870902,                 0,       2.411400976,      0.9131321265,       -3.27934355,      -2.288580485,      -2.262824853,      -3.000160005,      -2.523706309,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        352,           8,      -8.355574544,      -4.245407268,      -4.647258648,      -2.595711229,      -2.638921597,      0.9329898399,      0.2585919333,      0.6111430078,                 0,                 0,                 0,      0.0313562377,     0.06861177259,      0.6600439293,                 0,       2.363349081,      0.9130525982,      -3.269186384,      -2.293820735,       -2.30965501,      -2.993535684,      -2.524550385,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        353,           8,      -8.360699173,       -4.24587121,      -4.662344273,      -2.596932152,      -2.639305501,      0.9329898399,      0.2631254415,      0.6097281958,                 0,                 0,                 0,      0.0319534767,     0.07336083913,      0.6600164074,                 0,       2.317252913,      0.9129722453,       -3.27554692,      -2.298381793,      -2.328508215,      -2.995608026,      -2.525444833,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        354,           8,      -8.360687878,      -4.247279857,      -4.696105668,      -2.600247032,      -2.639431558,      0.9329898399,      0.2676556453,      0.6085304592,                 0,                 0,                 0,     0.03259719266,     0.07804327886,      0.6601955096,                 0,       2.273557348,      0.9176818228,      -3.276473669,      -2.303207296,      -2.365557879,      -2.999508724,      -2.525399925,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        355,           8,      -8.362264326,      -4.249300468,      -4.739483272,       -2.60682823,      -2.644470953,      0.9329898399,      0.2721621394,      0.6078913953,                 0,                 0,                 0,     0.03336199636,     0.08253970472,      0.6609019411,                 0,       2.233563407,      0.9217765444,      -3.278687175,      -2.307972856,      -2.411745651,      -3.006407429,      -2.529736628,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        356,           8,      -8.361055744,      -4.250653278,      -4.781103318,      -2.616128013,      -2.671289143,      0.9329898399,      0.2765339358,      0.6074878728,                 0,                 0,                 0,     0.03392589911,     0.08683845305,      0.6617942402,                 0,       2.196793211,       0.921694253,      -3.277811514,       -2.31140728,      -2.455700258,       -3.01575348,      -2.555428732,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        357,           8,      -8.357522022,      -4.255342637,      -4.845188649,      -2.625819215,      -2.702609469,      0.9329898399,      0.2808439438,      0.6073637033,                 0,                 0,                 0,     0.03432466653,     0.09099643783,      0.6629356207,                 0,       2.162637709,      0.9057540173,      -3.274304373,      -2.317522742,      -2.521647931,      -3.025217652,      -2.585198828,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        358,           8,      -8.357197669,      -4.263534824,      -4.889959405,      -2.640241821,      -2.720796405,      0.9329898399,      0.2852595252,      0.6081564323,                 0,                 0,                 0,     0.03496178807,     0.09498730778,      0.6649847022,                 0,       2.131940842,      0.8786354755,       -3.27369795,       -2.32649349,      -2.567812807,      -3.039137642,      -2.601291984,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        359,           8,        -8.3547008,      -4.270899497,      -4.900771885,      -2.655438616,      -2.706484696,      0.9329898399,      0.2897958527,      0.6098614817,                 0,                 0,                 0,     0.03573177436,      0.0988269112,      0.6679415429,                 0,       2.104452068,      0.8785520842,      -3.270608779,      -2.333996371,      -2.579555166,      -3.053554426,      -2.584292959,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        360,           8,      -8.351659079,      -4.277162806,      -4.877037056,      -2.673976388,        -2.7273355,      0.9329898399,      0.2944653777,      0.6129116468,                 0,                 0,                 0,     0.03683829516,      0.1024006182,      0.6722236673,                 0,       2.081438747,      0.8784685193,        -3.2666653,      -2.339764375,      -2.556290642,      -3.071035304,      -2.601995044,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        361,           8,      -8.345133578,      -4.285458624,      -4.822520231,        -2.6994699,      -2.735596645,      0.9329898399,      0.2993591711,      0.6170615126,                 0,                 0,                 0,     0.03814486179,      0.1058672727,      0.6776230104,                 0,        2.06127479,      0.8611230015,      -3.258930367,      -2.346937858,      -2.501788974,      -3.095196373,      -2.606680556,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        362,           8,      -8.334202976,      -4.294822445,      -4.758499815,      -2.721438924,      -2.743039628,      0.9329898399,      0.3044810282,      0.6222661309,                 0,                 0,                 0,     0.03969394776,      0.1092436459,      0.6840976977,                 0,       2.043694264,       0.821871961,      -3.246484283,      -2.354557908,      -2.437332165,      -3.115558575,      -2.610148179,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        363,           8,      -8.332088007,      -4.305207303,      -4.708438934,      -2.746359732,      -2.746582173,      0.9329898399,      0.3098552511,      0.6284725191,                 0,                 0,                 0,      0.0415244995,      0.1125684686,       0.691604167,                 0,       2.028277774,      0.8326090759,      -3.242552278,      -2.362582703,       -2.38638754,      -3.138602078,       -2.60925426,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        364,           8,      -8.324242505,      -4.314014652,      -4.666953144,       -2.76776358,      -2.742403541,      0.9329898399,      0.3154690558,      0.6353959662,                 0,                 0,                 0,     0.04352686148,      0.1159127566,      0.6998664101,                 0,       2.014130878,      0.8718365953,      -3.232593795,      -2.368418001,      -2.343574641,      -3.157862983,      -2.600073425,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        365,           8,      -8.322395624,      -4.322356042,      -4.640457515,      -2.788890482,       -2.74581514,      0.9329898399,      0.3213024273,      0.6429380735,                 0,                 0,                 0,     0.04572641656,      0.1192861387,      0.7087844759,                 0,       2.001037088,      0.8717536615,      -3.228343942,      -2.373178788,      -2.315312465,       -3.17658644,      -2.597992468,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        366,           8,      -8.321605987,      -4.330112777,      -4.627515172,      -2.803339208,      -2.750658671,      0.9329898399,       0.327266733,      0.6506806689,                 0,                 0,                 0,     0.04797459726,      0.1227261168,       0.717932551,                 0,       1.988227349,      0.8764819134,      -3.224868721,      -2.376748807,      -2.300168349,      -3.188377661,      -2.596957139,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        367,           8,      -8.329204724,      -4.333032397,       -4.61059172,      -2.817677817,      -2.752953556,      0.9329898399,      0.3333534964,      0.6583979511,                 0,                 0,                 0,     0.05028849958,      0.1262906026,       0.727092222,                 0,       1.975074383,      0.8936618243,       -3.22950737,      -2.374877096,      -2.280612439,      -3.199811792,      -2.592913693,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        368,           8,      -8.337637156,      -4.339907639,      -4.625281865,      -2.826786362,      -2.755885594,      0.9329898399,      0.3394843171,      0.6658460998,                 0,                 0,                 0,     0.05259961338,      0.1299759077,      0.7360074005,                 0,       1.961345683,       0.864497511,       -3.23471413,      -2.376356178,       -2.29224406,       -3.20577666,      -2.589103985,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        369,           8,      -8.350874903,      -4.349285914,      -4.648084072,      -2.830898086,       -2.75724255,      0.9329898399,      0.3456546983,      0.6729848301,                 0,                 0,                 0,     0.05490224706,      0.1337895098,      0.7446382471,                 0,       1.946985918,      0.9035843561,      -3.244470565,      -2.379732048,      -2.311567205,      -3.206514208,      -2.583202556,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        370,           8,      -8.364749549,      -4.361320784,      -4.678221599,      -2.833728976,      -2.761020865,      0.9329898399,      0.3517413042,      0.6794432622,                 0,                 0,                 0,      0.0570376626,      0.1377218972,      0.7525940278,                 0,       1.931656175,      0.9035046284,      -3.254619051,      -2.385155285,      -2.337811548,       -3.20574988,      -2.579227374,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        371,           8,      -8.378431088,      -4.378204823,      -4.724719561,      -2.833920532,      -2.764745934,      0.9329898399,      0.3575200488,      0.6848236126,                 0,                 0,                 0,     0.05880970095,       0.141675076,      0.7594288238,                 0,       1.915483103,      0.9034258601,       -3.26434122,      -2.394813583,      -2.380008899,      -3.202135425,      -2.574771744,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        372,           8,      -8.390473069,      -4.400947542,       -4.79779341,      -2.830155995,      -2.768644461,      0.9329898399,      0.3630353219,      0.6891331082,                 0,                 0,                 0,     0.06034609317,      0.1456893833,      0.7651625248,                 0,       1.898253604,      0.9033481585,       -3.27220356,      -2.409709614,      -2.448381901,      -3.194365574,      -2.570077551,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        373,           8,      -8.397094591,      -4.415067035,      -4.839359207,      -2.818193697,      -2.792072022,      0.9329898399,      0.3681891813,      0.6923379117,                 0,                 0,                 0,     0.06162395996,      0.1496810497,      0.7697341363,                 0,       1.880386353,      0.8264960272,       -3.27443968,      -2.415352533,      -2.484854805,      -3.178211717,      -2.584498501,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        374,           8,      -8.401212533,      -4.422882068,      -4.884876549,      -2.804849962,      -2.775084541,      0.9329898399,      0.3728995077,      0.6942560909,                 0,                 0,                 0,     0.06248582628,      0.1536247359,      0.7729456663,                 0,       1.861777977,      0.8347534112,      -3.273983066,      -2.414050424,      -2.524896587,      -3.160505304,      -2.558049451,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        375,           8,       -8.40255323,      -4.440142489,      -4.949964681,      -2.782251375,      -2.797128675,      0.9329898399,      0.3773004901,      0.6953772342,                 0,                 0,                 0,     0.06316629243,      0.1575056257,      0.7753045437,                 0,       1.843032947,      0.8346795568,      -3.270577323,      -2.421539723,      -2.584136279,      -3.133388757,      -2.570142181,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        376,           8,      -8.407434702,      -4.451807544,      -4.971669385,      -2.759755933,      -2.778201471,      0.9329898399,      0.3813801119,      0.6957167002,                 0,                 0,                 0,     0.06361090495,      0.1613077372,      0.7768219427,                 0,       1.824208128,      0.8401408207,      -3.270561341,      -2.422764334,      -2.599632781,      -3.106239691,      -2.540716741,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        377,           8,       -8.41231468,      -4.466074975,      -4.983135385,      -2.743052802,       -2.79984761,      0.9329898399,      0.3851773281,      0.6955609153,                 0,                 0,                 0,     0.06393775366,      0.1649845802,      0.7777831634,                 0,       1.805819981,      0.8228081887,        -3.2704138,      -2.425904677,      -2.604545325,       -3.08476706,      -2.551332825,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        378,           8,      -8.411829619,      -4.476657197,      -4.976222325,      -2.730576155,      -2.779163316,      0.9329898399,      0.3886700613,      0.6949086381,                 0,                 0,                 0,     0.06409558827,       0.168515405,      0.7781805639,                 0,       1.787913985,      0.8227391432,      -3.264793574,      -2.424653404,      -2.590751199,      -3.067426297,      -2.519130187,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        379,           8,      -8.411035784,      -4.485549799,      -4.961282833,       -2.72657585,      -2.774201562,      0.9329898399,      0.3918882006,      0.6939579684,                 0,                 0,                 0,     0.06414870571,      0.1718708758,      0.7782123269,                 0,       1.770805978,      0.8226719109,      -3.258781549,      -2.420983066,      -2.568623101,      -3.058490756,      -2.502150685,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        380,           8,      -8.411544571,      -4.493544141,      -4.949956455,      -2.730853009,      -2.766239547,      0.9329898399,      0.3948633024,      0.6928824915,                 0,                 0,                 0,     0.06413546729,      0.1750304188,      0.7780536788,                 0,       1.754740153,      0.7863475323,      -3.254015382,      -2.415659692,      -2.549825422,      -3.057786788,      -2.481666639,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        381,           8,      -8.414167199,       -4.50089549,      -4.940488318,      -2.742226482,      -2.756402713,      0.9329898399,      0.3976231296,      0.6918256835,                 0,                 0,                 0,     0.06407066585,      0.1779786354,      0.7778499437,                 0,       1.739903019,      0.7935688007,       -3.25133422,      -2.408910016,      -2.532632241,      -3.064160243,      -2.458792519,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        382,           8,      -8.416055334,      -4.509795482,       -4.94299624,      -2.760309822,      -2.760005752,      0.9329898399,      0.4002078858,      0.6908834567,                 0,                 0,                 0,     0.06396944718,      0.1807259306,      0.7777045973,                 0,       1.726311453,      0.7802037465,      -3.247919391,      -2.402893929,      -2.527194765,      -3.077253447,      -2.448804234,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        383,           8,      -8.420410669,      -4.519377714,      -4.945061854,       -2.78220244,      -2.758296133,      0.9329898399,      0.4026484987,      0.6901045166,                 0,                 0,                 0,      0.0638653896,      0.1832876404,      0.7776732593,                 0,        1.71391305,       0.780144774,      -3.247003776,      -2.396710405,      -2.521134209,      -3.094196109,        -2.4329571,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        384,           8,      -8.430947866,      -4.528639312,      -4.932617865,      -2.805739153,      -2.769835031,      0.9329898399,      0.4050029212,      0.6896264322,                 0,                 0,                 0,     0.06382100391,      0.1856789641,      0.7779044314,                 0,       1.702769032,      0.7800881082,      -3.252333921,      -2.389319194,      -2.500428425,      -3.112853979,      -2.429802929,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        385,           8,      -8.439131661,      -4.546019336,      -4.931357723,       -2.83383949,      -2.770897085,      0.9329898399,      0.4072601416,      0.6893289585,                 0,                 0,                 0,     0.06383929813,      0.1879245276,      0.7782799033,                 0,       1.692601088,      0.7800338411,      -3.255408246,      -2.389119054,      -2.490823943,      -3.136179451,      -2.415428973,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        386,           8,      -8.452562209,      -4.559534743,      -4.894890625,      -2.856857004,      -2.778699479,      0.9329898399,      0.4093815779,      0.6892559412,                 0,                 0,                 0,     0.06388785192,      0.1899746154,      0.7788303244,                 0,       1.683651582,      0.7799820617,      -3.263861339,      -2.384084565,      -2.445990405,      -3.154559844,      -2.407180797,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        387,           8,      -8.467817596,      -4.576082301,      -4.851410124,      -2.881145283,       -2.78654051,      0.9329898399,      0.4114523909,      0.6895052007,                 0,                 0,                 0,     0.06405126664,      0.1918820673,      0.7796741396,                 0,       1.675783677,      0.7799328561,      -3.274305233,      -2.381068238,      -2.394190113,      -3.174381919,      -2.398386522,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        388,           8,      -8.482700529,      -4.595878293,      -4.802149024,      -2.904284625,      -2.789980129,      0.9329898399,      0.4134764308,      0.6900648459,                 0,                 0,                 0,     0.06431965325,      0.1936540419,       0.780801103,                 0,       1.668933933,      0.7798863073,      -3.284578622,      -2.380242097,      -2.336733921,      -3.193261151,      -2.384640283,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        389,           8,      -8.495710641,      -4.618551248,      -4.750979072,      -2.927718905,      -2.816036123,      0.9329898399,      0.4154603687,      0.6909295949,                 0,                 0,                 0,     0.06469103799,       0.195298463,      0.7822081139,                 0,       1.663045737,      0.7798424943,      -3.293217329,      -2.381192319,       -2.27758048,      -3.212677352,      -2.392938956,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        390,           8,      -8.510145301,      -4.640476211,      -4.693322846,      -2.953427531,      -2.851526618,      0.9329898399,      0.4173223917,      0.6918583603,                 0,                 0,                 0,     0.06507089743,      0.1968075798,      0.7836406995,                 0,       1.657851038,      0.7798014927,       -3.30355384,      -2.380257055,      -2.212247028,      -3.234644494,      -2.410167703,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        391,           8,      -8.515036797,      -4.671660151,       -4.68240933,      -2.975427128,      -2.848284996,      0.9329898399,       0.419150784,      0.6930771261,                 0,                 0,                 0,     0.06560780261,      0.1981997474,      0.7853407812,                 0,        1.65352697,       0.793067243,      -3.304653644,      -2.387417631,      -2.194063628,      -3.253211363,      -2.388294641,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        392,           8,      -8.530215734,      -4.696480724,      -4.660159853,       -2.99871143,      -2.857294084,      0.9329898399,      0.4210345531,      0.6948147281,                 0,                 0,                 0,     0.06638443481,       0.199493179,      0.7875532191,                 0,       1.650255835,      0.7584333996,      -3.316379864,      -2.387044774,      -2.165057104,      -3.273403503,      -2.378281348,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        393,           7,      -8.393967837,      -4.712459766,      -4.594187389,      -2.882167873,      -2.886530836,      0.9329898399,      0.4224301429,      0.6957458225,                 0,                 0,                 0,     0.06660521034,      0.2005555626,        0.78885166,                 0,       1.647007995,      0.7584012417,      -3.177055103,      -2.376685279,      -2.092951507,       -3.15414702,      -2.388221128,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        394,           7,      -8.395147236,      -4.725055627,      -4.582605985,      -2.892704702,      -2.859951686,      0.9329898399,      0.4236912075,      0.6965330983,                 0,                 0,                 0,     0.06692268004,      0.2015313474,      0.7899732352,                 0,       1.643964015,        0.76472703,      -3.175556917,      -2.361871476,      -2.075973257,      -3.162371579,      -2.342214316,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        395,           9,      -8.511768115,      -4.747475953,      -4.654012855,      -2.993871182,        -2.8520912,      0.9329898399,      0.4257338593,       0.699315089,                 0,                 0,                 0,     0.06843139371,      0.2026713697,      0.7932308797,                 0,       1.642610926,      0.7819629389,       -3.28992638,       -2.35596001,      -2.142820584,      -3.261654072,      -2.314951549,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        396,           8,      -8.398175824,      -4.765889022,      -4.629648779,      -2.890276875,       -2.78123537,      0.9329898399,      0.4271265053,      0.7009161889,                 0,                 0,                 0,     0.06917735503,      0.2035350474,      0.7951691895,                 0,       1.641003731,      0.7882950379,      -3.174532908,      -2.345383797,      -2.114831516,       -3.15662906,      -2.224988694,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        397,           8,       -8.42300671,      -4.782639725,      -4.650755383,      -2.917703134,      -2.777883464,      0.9329898399,       0.428139831,      0.7018228117,                 0,                 0,                 0,     0.06961546389,      0.2042390248,      0.7963324649,                 0,       1.639237373,      0.7882754479,      -3.198032796,      -2.332912228,       -2.13334559,      -3.183097954,      -2.203170592,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        398,           8,      -8.453471628,      -4.806715505,      -4.705056093,      -2.943190419,      -2.748252747,      0.9329898399,      0.4287178845,      0.7018721419,                 0,                 0,                 0,     0.06981131615,      0.2047773973,      0.7965486462,                 0,       1.637142203,      0.7882591034,      -3.227643982,      -2.328176543,      -2.186149486,       -3.20810871,      -2.156106654,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        399,           8,      -8.478091698,      -4.835837773,      -4.739675334,      -2.965030022,      -2.749280263,      0.9329898399,       0.428846081,      0.7010396293,                 0,                 0,                 0,     0.06975074047,      0.2051433953,      0.7957899914,                 0,       1.634711521,      0.7882460342,       -3.25189576,      -2.329819779,      -2.220420194,      -3.229959922,      -2.141169042,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        400,           8,      -8.494857029,      -4.882992002,      -4.811470934,      -2.979080277,      -2.763984157,      0.9329898399,      0.4285953639,      0.6994625623,                 0,                 0,                 0,     0.06950375076,      0.2053647231,      0.7942085321,                 0,       1.631988167,      0.7882362645,      -3.268777178,      -2.352055853,      -2.293043269,      -3.244506081,      -2.141945014,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        401,           8,      -8.510466694,      -4.945008512,      -4.873725977,      -2.991144627,      -2.778821426,      0.9329898399,      0.4278246757,      0.6969135973,                 0,                 0,                 0,     0.06888175203,      0.2053729556,      0.7915456174,                 0,       1.628970083,      0.7882298122,      -3.284980356,      -2.393209645,      -2.357304991,        -3.2575413,      -2.145185375,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        402,           8,      -8.525480214,       -5.01760861,      -4.944349866,      -2.997580902,        -2.7737753,      0.9329898399,      0.4265599327,      0.6934402521,                 0,                 0,                 0,     0.06798360087,      0.2051789837,      0.7878542657,                 0,       1.625657262,      0.7882266892,      -3.301053288,      -2.450596317,      -2.431092899,      -3.265409614,      -2.131564692,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        403,           7,      -8.400265895,      -5.085203038,        -4.8870706,      -2.882236321,      -2.792966386,      0.9329898399,      0.4245023996,      0.6885092817,                 0,                 0,                 0,     0.06642897843,      0.2046530313,      0.7825371908,                 0,       1.621920824,      0.7882269014,      -3.177350376,       -2.51001591,      -2.378090647,      -3.151942549,      -2.145602551,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        404,           7,      -8.408681921,      -5.174188004,      -4.975972761,      -2.874958297,      -2.825429207,      0.9329898399,      0.4221665648,      0.6832681803,                 0,                 0,                 0,     0.06486811299,      0.2039516111,      0.7768421687,                 0,       1.618480091,      0.7882304482,      -3.187711485,      -2.598677906,      -2.472318926,      -3.146967941,      -2.176588937,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
